,dish,Estimated_GI
2647,Egg,30.0
2648,Taro,50.0
2649,Toast,50.0
2650,Sesame and walnut,50.0
2651,Noodles,50.0
2652,Shredded bamboo shoot and pickle,50.0
2653,Lettuce,50.0
2654,Celery and bean curd blade,50.0
2655,Beef slice,50.0
2656,Celery and smoked bean curd,50.0
2657,Shrimp,50.0
2658,Pork pancake,0.0
2659,Cabbage and meatball soup,50.0
2660,Wonton,72.5
2661,Poached egg,30.0
2662,Fried halibut with celery,50.0
2663,Stewed bamboo shoots,50.0
2664,Boiled shrimp,50.0
2665,Tofu skin knot,50.0
2666,Orange,50.0
2667,Celery and smoked bean curd,50.0
2668,Boiled shrimp,50.0
2669,Fried egg with leek,30.0
2670,Tomato and egg soup,30.0
2671,Poached egg,30.0
2672,Toast,50.0
2673,Coffee milk,50.0
2674,River shrimp,50.0
2675,White fish,50.0
2676,Medicago polymorpha,50.0
2677,Chinese cabbage and potato soup,15.0
2678,Boiled shrimp,50.0
2679,Pizza,50.0
2680,Roast pig feet,50.0
2681,Croissants,50.0
2682,Egg,30.0
2683,Taro,50.0
2684,Coffee milk,50.0
2685,Chinese cabbage and rice cake,15.0
2686,Egg,30.0
2687,Taro,50.0
2688,Coffee milk,50.0
2689,Pizza,50.0
2690,Guangdong cabbage,50.0
2691,Eggplant,30.0
2692,Lettuce and fungus,50.0
2693,Dried bamboo shoots with pork,0.0
2694,Rice,50.0
2695,Candy,50.0
2696,Candy,50.0
2697,Braised fish,50.0
2698,Broccoli,50.0
2699,Vermicelli,50.0
2700,Spinach and pork meatball soup,0.0
2701,Egg,30.0
2702,Taro,50.0
2703,Coffee milk,50.0
2704,Rye bread,50.0
2705,Mushroom and vegetable,12.5
2706,Shrimp with pepper and salt,50.0
2707,Fried fungus with broccoli,50.0
2708,Yogurt,50.0
2709,Oily bean curd and Chinese cabbage,15.0
2710,Celery and smoked bean curd,50.0
2711,Agrocybe cylindracea,50.0
2712,Lotus root,50.0
2713,Pork rib soup with radish,0.0
2714,Egg,30.0
2715,Bread,50.0
2716,Lotus nut and lily soup,50.0
2717,Celery and smoked bean curd,50.0
2718,Dried cabbage,50.0
2719,Cauliflower,17.5
2720,Dry fried yellow croaker,50.0
2721,Yogurt,50.0
2722,Tomato,50.0
2723,Cucumber,50.0
2724,Boiled river shrimp,50.0
2725,Cabbage,50.0
2726,Pea,50.0
2727,Roast pig's feet,50.0
2728,"Radish, fungus and pork rib soup",0.0
2729,Rice,50.0
2730,Cabbage,50.0
2731,Fried mushroom and vegetable,12.5
2732,Braised pork,0.0
2733,Fish,50.0
2734,Rice,50.0
2735,Vegetable,50.0
2736,Fish,50.0
2737,Beef,50.0
2738,Red bean and red date soup1,50.0
2739,Duck egg,30.0
2740,Rice,50.0
2741,Crown daisy,50.0
2742,Scrambled egg with tomato,30.0
2743,"Carrot, yam and pig feet soup",40.0
2744,Apple,50.0
2745,Rice,50.0
2746,Cabbage,50.0
2747,Duck,50.0
2748,"Carrot, yam and pig feet soup",40.0
2749,Red bean and red date,50.0
2750,Duck egg,30.0
2751,Protein powder,50.0
2752,Vegetable,50.0
2753,Rice,50.0
2754,Steamed bean curd roll,50.0
2755,Apple,50.0
2756,"Carrot, yam, bamboo shoot and pork soup",20.0
2757,Vegetable,50.0
2758,Steamed bean curd roll,50.0
2759,"Carrot, yam, bamboo shoot and pig feet soup",40.0
2760,Red bean and red date,50.0
2761,Duck egg,30.0
2762,Rice cake,50.0
2763,Rice,50.0
2764,Cabbage,50.0
2765,Celery,50.0
2766,Shepherd’s purse and minced pork stuffed tofu skin,0.0
2767,Steamed egg,30.0
2768,Apple,50.0
2769,Rice,50.0
2770,Celery,50.0
2771,Shepherd’s purse and minced pork stuffed tofu skin,0.0
2772,Fish,50.0
2773,Steamed bean curd roll,50.0
2774,Red bean and red date,50.0
2775,Duck egg,30.0
2776,Steamed pork dumplings,0.0
2777,Protein powder,50.0
2778,Rice,50.0
2779,Garlic,50.0
2780,Vegetable,50.0
2781,Shrimp,50.0
2782,Apple,50.0
2783,Rice,50.0
2784,Garlic,50.0
2785,Vegetable,50.0
2786,Shrimp,50.0
2787,Cabbage,50.0
2788,Red bean and red date,50.0
2789,Duck egg,30.0
2790,Rice cake,50.0
2791,Rice,50.0
2792,Vegetable,50.0
2793,Bamboo shoot and shredded tofu skin,50.0
2794,Meatball,50.0
2795,Shrimp,50.0
2796,Apple,50.0
2797,Sugar-fried chestnuts,50.0
2798,Rice,50.0
2799,Vegetable,50.0
2800,Bamboo shoot and shredded tofu skin,50.0
2801,Meatball,50.0
2802,Tofu skin,50.0
2803,Cabbage,50.0
2804,Red bean and red date,50.0
2805,Duck egg,30.0
2806,Steamed pork dumplings,0.0
2807,Rice,50.0
2808,Beef and onion,50.0
2809,Vegetable,50.0
2810,Scrambled egg with tomato,30.0
2811,Pigeon soup,50.0
2812,Orange,50.0
2813,Rice,50.0
2814,Beef and onion,50.0
2815,Vegetable,50.0
2816,Scrambled egg with tomato,30.0
2817,Pigeonsoup,50.0
2818,Red bean and red date,50.0
2819,Duck egg,30.0
2820,Steamed pork dumplings,0.0
2821,Rice,50.0
2822,Vegetable,50.0
2823,Beef and onion,50.0
2824,Pigeon soup,50.0
2825,Pigeon,50.0
2826,Rice,50.0
2827,Vegetable,50.0
2828,Beef and onion,50.0
2829,Pigeon,50.0
2830,Red bean and red date soup,50.0
2831,Duck egg,30.0
2832,Taro,50.0
2833,Rice,50.0
2834,"Carrot, green pepper and sheredded pork",20.0
2835,Cabbage,50.0
2836,Fish soup,50.0
2837,Steamed stuffed bun,50.0
2838,Apple,50.0
2839,Noodles,50.0
2840,Fish soup,50.0
2841,Red bean and red date soup,50.0
2842,Duck egg,30.0
2843,Steamed carrot stuffed bun,40.0
2844,Rice,50.0
2845,Braised pork,0.0
2846,Needle mushroom,12.5
2847,Vegetable,50.0
2848,Rice,50.0
2849,Vegetable,50.0
2850,Cabbage,50.0
2851,Roasted pigeon,50.0
2852,Red bean and red date soup,50.0
2853,Duck egg,30.0
2854,Noodles soup with vegetable and pork,0.0
2855,Orange,50.0
2856,Cake,50.0
2857,Noodles soup with vegetable and pork,0.0
2858,Red bean and red date soup,50.0
2859,Duck egg,30.0
2860,Steamed pork dumplings,0.0
2861,Kiwi fruit,50.0
2862,Rice,50.0
2863,Celery,50.0
2864,Sword bean,50.0
2865,Needle mushroom,12.5
2866,Pork,0.0
2867,Apple,50.0
2868,Noodles with vegetable,50.0
2869,Red bean and red date soup,50.0
2870,Duck egg,30.0
2871,Steamed stuffed bun,50.0
2872,Wonton,72.5
2873,Roasted pigeon,50.0
2874,Cherry,50.0
2875,Noodles with vegetable,50.0
2876,Shrimp,50.0
2877,Roasted pigeon,50.0
2878,Red bean and red date soup,50.0
2879,Duck egg,30.0
2880,Rice cake,50.0
2881,"Beef, Chicken and seafood",50.0
2882,Shrimp,50.0
2883,Medicago polymorpha,50.0
2884,Rice,50.0
2885,Steamed pork bun,0.0
2886,Orange,50.0
2887,Steamed pork bun,0.0
2888,Taro,50.0
2889,"6 Red dates
Red bean",50.0
2890,Egg,30.0
2891,Rice,50.0
2892,Pigeon soup,50.0
2893,Asparagus and medicago polymorpha,50.0
2894,Kiwi fruit,50.0
2895,Orange,50.0
2896,Rice and steamed bun,50.0
2897,Pigeon soup,50.0
2898,Asparagus and cauliflower,17.5
2899,Sliced bread,50.0
2900,Protein powder,50.0
2901,Red bean,50.0
2902,"6 Red dates
Egg",30.0
2903,Orange,50.0
2904,Rice,50.0
2905,Sea fish,50.0
2906,Celery,50.0
2907,Cauliflower,17.5
2908,Kiwi fruit,50.0
2909,Noodles with mushroom and minced pork,6.25
2910,Red bean,50.0
2911,Bread,50.0
2912,Egg,30.0
2913,Rice,50.0
2914,Crucian carp,50.0
2915,Soup,50.0
2916,Asparagus and vegetable,50.0
2917,Beef,50.0
2918,Rice,50.0
2919,Crucian carp soup,50.0
2920,Pumpkin pie,50.0
2921,Beef and pig liver,50.0
2922,Lettuce and vegetable,50.0
2923,Orange,50.0
2924,Red bean and red date,50.0
2925,Pumpkin pie,50.0
2926,Egg,30.0
2927,Rice,50.0
2928,Pork,0.0
2929,Steamed bean curd roll,50.0
2930,Vegetable,50.0
2931,Shepherd's purse with tofu soup,50.0
2932,Kiwi fruit,50.0
2933,Rice,50.0
2934,Beef,50.0
2935,Steamed bean curd roll,50.0
2936,Vegetable,50.0
2937,Egg,30.0
2938,Red bean,50.0
2939,Sea cucumber,50.0
2940,Pumpkin pie,50.0
2941,Protein powder,50.0
2942,Orange,50.0
2943,Rice,50.0
2944,Vegetable,50.0
2945,Loach soup,50.0
2946,Pork,0.0
2947,Porridge,50.0
2948,Chinese cabbage,15.0
2949,Steamed bean curd roll,50.0
2950,Beef,50.0
2951,Red bean soup,50.0
2952,Taro,50.0
2953,Egg,30.0
2954,Loach soup,50.0
2955,Rice,50.0
2956,Vegetable,50.0
2957,Mushroom,12.5
2958,Pork rib soup,0.0
2959,Protein powder,50.0
2960,Loach soup,50.0
2961,Rice,50.0
2962,Vegetable,50.0
2963,Taro,50.0
2964,Red bean and red date,50.0
2965,Sea cucumber,50.0
2966,Egg,30.0
2967,Loach soup,50.0
2968,Rice,50.0
2969,Pork stuffed oil gluten,0.0
2970,Shrimp,50.0
2971,Spinach and celery,50.0
2972,Kiwi fruit,50.0
2973,Rice,50.0
2974,Vegetable,50.0
2975,Pork stuffed oil gluten,0.0
2976,Shrimp,50.0
2977,Egg,30.0
2978,Taro,50.0
2979,Red date and red bean,50.0
2980,Rice,50.0
2981,Steamed egg,30.0
2982,Steamed pork bun,0.0
2983,Egg,30.0
2984,Red date and red bean,50.0
2985,Rice,50.0
2986,Pigeon soup,50.0
2987,Lettuce,50.0
2988,Steamed pork dumplings,0.0
2989,Loach soup,50.0
2990,"Peanut, red bean and red date soup",50.0
2991,Egg,30.0
2992,Steamed pork bun,0.0
2993,Loach soup,50.0
2994,Dumpling,50.0
2995,Pickle noodles,50.0
2996,Orange,50.0
2997,Red date and red bean,50.0
2998,Egg,30.0
2999,Rice,50.0
3000,Pork rib,0.0
3001,"Mushroom, chinese cabbage and sliced pork",9.166666666666666
3002,Loach soup,50.0
3003,Lettuce,50.0
3004,Rice,50.0
3005,Scrambled egg with tomato,30.0
3006,Loach soup,50.0
3007,Orange,50.0
3008,Red bean and red date,50.0
3009,Taro,50.0
3010,Egg,30.0
3011,Loach soup,50.0
3012,Rice,50.0
3013,Steamed sea fish,50.0
3014,Pork rib,0.0
3015,Steamed egg,30.0
3016,Orange,50.0
3017,Steamed pork bun,0.0
3018,Cabbage,50.0
3019,Fish,50.0
3020,Loach soup,50.0
3021,Steamed bread,50.0
3022,Egg,30.0
3023,Coarse grain,40.0
3024,Steamed minced meat with eggplant,30.0
3025,Chinese cabbage,15.0
3026,Braised pork ribs with carrot,20.0
3027,Milk,50.0
3028,Steamed bread,50.0
3029,Steamed bread,50.0
3030,Coarse grain,40.0
3031,Braised shredded pork and cabbage,0.0
3032,Green bean sprout and green pepper,50.0
3033,Fried sliced pork with green pepper and onion,0.0
3034,2 pieces of chocolate,50.0
3035,"
Coarse grain steamed bread",40.0
3036,Boiled vegetable,50.0
3037,Coarse grain,40.0
3038,Shredded pork with carrot and water bamboo,20.0
3039,Lettuce,50.0
3040,Shepherd's purse meatball,50.0
3041,Egg,30.0
3042,Coarse grain,40.0
3043,Minced meat with zucchini,50.0
3044,Winter melon with scallion oil,50.0
3045,Shredded pork in Beijing sauce,0.0
3046,Coarse grain steamed bread,40.0
3047,Boiled vegetable,50.0
3048,Egg,30.0
3049,Milk,50.0
3050,Steamed bread,50.0
3051,Coarse grain,40.0
3052,Cabbage,50.0
3053,Bread,50.0
3054,"
Coarse grain",40.0
3055,Pumpkin,50.0
3056,Sliced boiled duck,50.0
3057,Shredded lettuce and shredded pork,0.0
3058,"
Egg",30.0
3059,Coarse grain steamed bread,40.0
3060,Boiled vegetable,50.0
3061,Coarse grain,40.0
3062,Minced pork with Hangzhou cabbage,0.0
3063,Vegetable,50.0
3064,Steamed corn meatball,50.0
3065,Coarse grain,40.0
3066,"
Steamed pork ribs with pumpkin",0.0
3067,Minced pork with cauliflower and carrot,19.166666666666668
3068,Cabbage,50.0
3069,Steamed bread,50.0
3070,Chocolate,50.0
3071,Biscuit,50.0
3072,Egg,30.0
3073,Coarse grain steamed bread,40.0
3074,Boiled vegetable,50.0
3075,"
Coarse grain",40.0
3076,"
Minced meat with tomato and cabbage",50.0
3077,Sweet potato leaves,50.0
3078,Sliced pork with king oyster mushroom and fungus,6.25
3079,Steamed bread,50.0
3080,"
Coarse grain",40.0
3081,Hangzhou cabbage,50.0
3082,Minced pork with white gourd and carrot,20.0
3083,Sliced pork with king oyster mushroom and fungus,6.25
3084,Bread,50.0
3085,Bread,50.0
3086,"
Egg",30.0
3087,Coarse grain steamed bread,40.0
3088,Boiled vegetable,50.0
3089,"
Shrimp fried with vegetable",50.0
3090,Minced pork with eggplant,15.0
3091,Green vegetable,50.0
3092,Coarse grain,40.0
3093,"
Scrambled egg with tomato",30.0
3094,Hangzhou cabbage,50.0
3095,Diced pork fried with green pepper and carrot,20.0
3096,Coarse grain,40.0
3097,Chocolate,50.0
3098,Bread,50.0
3099,"
Egg",30.0
3100,Coarse grain steamed bread,40.0
3101,Boiled vegetable,50.0
3102,Shredded pork with tomato and cabbage,0.0
3103,Lettuce,50.0
3104,Pork stuffed green pepper,0.0
3105,Coarse grain,40.0
3106,Minced pork with cauliflower and carrot,19.166666666666668
3107,Sliced pork with lettuce and water bamboo,0.0
3108,Chinese cabbage,15.0
3109,Coarse grain,40.0
3110,Egg,30.0
3111,Coarse grain steamed bread,40.0
3112,Boiled vegetable,50.0
3113,beaf,50.0
3114,Steamed meat roll stuffed with cabbage,50.0
3115,Shredded pork fried with bitter gourd and carrot,20.0
3116,Lettuce,50.0
3117,Coarse grain,40.0
3118,Milk candy,50.0
3119,Soda biscuit,50.0
3120,Shredded pork with green pepper and white mushroom,6.25
3121,Minced pork with celery and carrot,20.0
3122,Chinese cabbage and carrot,27.5
3123,Coarse grain,40.0
3124,Pork stuffed green pepper,0.0
3125,Minced pork and pumpkin with scallion oil,0.0
3126,Green vegetable,50.0
3127,Coarse grain,40.0
3128,Stewed pork with cauliflower,8.75
3129,Shredded pork with cucumber,0.0
3130,Braised radish,50.0
3131,Coarse grain,40.0
3132,Egg,30.0
3133,Coarse grain steamed bread,40.0
3134,Boiled vegetable,50.0
3135,Stewed pork chops with carrot,20.0
3136,Steamed minced pork  with eggplant,15.0
3137,Spinach,50.0
3138,Coarse grain,40.0
3139,Sliced pork with cowpea and carrot,20.0
3140,Braised shredded pork and cabbage,0.0
3141,Green bean sprout and green pepper,50.0
3142,Coarse grain,40.0
3143,Egg,30.0
3144,Coarse grain steamed bread,40.0
3145,Boiled vegetable,50.0
3146,Shepherd's purse meatball,50.0
3147,"Water bamboo,carrot and shredded pork",20.0
3148,Leaf lettuce,50.0
3149,Coarse grain,40.0
3150,Shredded pork in Beijing sauce,0.0
3151,Minced pork with zucchini,0.0
3152,Radish with scallion oil,50.0
3153,Coarse grain,40.0
3154,Eggs,30.0
3155,Coarse grain steamed bread,40.0
3156,Boiled vegetable,50.0
3157,Braised pork with radish,0.0
3158,Shredded chicken with green pepper and yam,50.0
3159,Chinese vegetable,50.0
3160,Coarse grain,40.0
3161,Stewed beef brisket with tomato,50.0
3162,Sliced duck with soy sauce,50.0
3163,Stir-fried green vegetable,50.0
3164,Shimeji mushroom stewed with tofu,12.5
3165,Coarse grain,40.0
3166,Steamed chicken cubes  with mushroom,12.5
3167,Salt and pepper shrimp,50.0
3168,Fried egg with zucchini,30.0
3169,Stir-fried leaf lettuce,50.0
3170,Coarse grain,40.0
3171,Stir-fried pork with tofu skin,0.0
3172,Shredded pork with towel gourd and carrot,20.0
3173,Lettuce,50.0
3174,Corase grain,50.0
3175,Stir fired prok rib,50.0
3176,Shredded pork with zucchini,0.0
3177,Cabbage,50.0
3178,Coarse grain,40.0
3179,Egg,30.0
3180,"Corase grain steamed bread
Boiled vegetable",50.0
3181,Steamed duck leg,50.0
3182,Minced pork with cowpea,0.0
3183,Vegetable,50.0
3184,Coarse grain,40.0
3185,Glucose,50.0
3186,Stewed pork with cauliflower,8.75
3187,Boiled radish,50.0
3188,Sliced pork with cucumber,0.0
3189,Coarse grain,40.0
3190,Egg,30.0
3191,Steamed twisted roll,50.0
3192,Pork floss,0.0
3193,Stewed egg with minced pork,15.0
3194,Stir-fired shredded pork with shredded potato and carrot,20.0
3195,Vegetable,50.0
3196,Rice,50.0
3197,Braised hairtail,50.0
3198,Scrambled egg with  zucchini,30.0
3199,Shredded carrot and cabbage,40.0
3200,Rice,50.0
3201,Biscuit,50.0
3202,Egg,30.0
3203,Steamed twisted roll,50.0
3204,Pickles,50.0
3205,Orleans roasted chicken wing,50.0
3206,Steamed crab with egg,30.0
3207,Amaranth,50.0
3208,Rice,50.0
3209,Braised duck with radish,50.0
3210,Shredded pork with cucumber and carrot,20.0
3211,Cabbage and carrot,40.0
3212,Rice,50.0
3213,Egg,30.0
3214,Steamed twisted roll,50.0
3215,Pork floss,0.0
3216,Chinese cabbage fried with shredded pork and rice cake,7.5
3217,Fried mushroom,12.5
3218,Soup of sea food,50.0
3219,Shredded pork with cauliflower and fungus,8.75
3220,"
Green vegetable",50.0
3221,Rice,50.0
3222,Egg,30.0
3223,Steamed pumpkin bread,50.0
3224,Pickles,50.0
3225,Boiled shrimp,50.0
3226,Minced meat with wax gourd,50.0
3227,Sweet potato leaves,50.0
3228,Rice,50.0
3229,Marinated duck,50.0
3230,Stir-fried shredded pork with green pepper and carrot,20.0
3231,Braised radish,50.0
3232,Rice,50.0
3233,Egg,30.0
3234,Steamed vegetable bun,50.0
3235,Pickles,50.0
3236,Diced meat with corn and green beans,50.0
3237,Scrambled egg with tomato,30.0
3238,Lettuce,50.0
3239,Rice,50.0
3240,Coarse grain steamed bread,40.0
3241,Boiled vegetable,50.0
3242,Egg,30.0
3243,Coarse grain,40.0
3244,Shredded pork with green pepper and  smoked bean curd,0.0
3245,Cabbage,50.0
3246,Braised pork with radish,0.0
3247,Coarse grain 13,40.0
3248,Pumpkin,50.0
3249,Sliced boiled duck,50.0
3250,Shredded pork with lettuce,0.0
3251,Egg,30.0
3252,Coarse grain steamed bread,40.0
3253,Boiled vegetable,50.0
3254,Coarse grain,40.0
3255,Minced pork with Hangzhou cabbage,0.0
3256,Vegetable,50.0
3257,Steamed corn meatball,50.0
3258,Coarse grain,40.0
3259,Steamed pork ribs with pumpkin,0.0
3260,Minced pork with cauliflower and carrot,19.166666666666668
3261,Cabbage,50.0
3262,Egg,30.0
3263,Coarse grain steamed bread,40.0
3264,Boiled vegetable,50.0
3265,Coarse grain,40.0
3266,Minced pork with tomato and cabbage,0.0
3267,Sweet potato leaves,50.0
3268,Fried duck slices,50.0
3269,Coarse grain,40.0
3270,Cabbage,50.0
3271,Minced pork with winter melon and carrot,20.0
3272,Steamed chicken nugget with mushroom,12.5
3273,Egg,30.0
3274,Coarse grain steamed bread,40.0
3275,Boiled vegetable,50.0
3276,Braised pork with radish,0.0
3277,Shredded pork with water bamboo and carrot,20.0
3278,Chinese cabbage,15.0
3279,Coarse grain,40.0
3280,Sliced boiled duck,50.0
3281,Minced pork with sweet potato leaves,0.0
3282,Green pepper with green bean sprouts,50.0
3283,Coarse grain,40.0
3284,Egg,30.0
3285,Coarse grain steamed bread,40.0
3286,Boiled  vegetable,50.0
3287,Chicken nuggets with green pepper,50.0
3288,Minced pork with cauliflower and  fungus,8.75
3289,Green vegetable,50.0
3290,Coarse grain,40.0
3291,Fried pork slices with chayote,0.0
3292,Shredded pork with shredded lettuce,0.0
3293,Cabbage,50.0
3294,Coarse grain,40.0
3295,Egg,30.0
3296,Coarse grain steamed bread,40.0
3297,Boiled  vegetable,50.0
3298,Sliced pork with king oyster mushroom and fungus,6.25
3299,Minced pork with tomato and cabbage,0.0
3300,Sweet potato leaves,50.0
3301,Coarse grain,40.0
3302,Steamed chicken nuggets with mushrooms,12.5
3303,Minced pork with white gourd and carrot,20.0
3304,Hangzhou cabbage,50.0
3305,Coarse grain,40.0
3306,Egg,30.0
3307,Coarse grain steamed bread,40.0
3308,Boiled  vegetable,50.0
3309,Shrimp fired with vegetable,50.0
3310,Minced pork with eggplant,15.0
3311,Green vegetable,50.0
3312,Coarse grain,40.0
3313,Steamed yam stuffing meat balls,50.0
3314,Shredded pork with green pepper and carrot,20.0
3315,Hangzhou cabbage,50.0
3316,Coarse grain,40.0
3317,Egg,30.0
3318,Coarse grain steamed bread,40.0
3319,Boiled  vegetable,50.0
3320,Steamed pomfret,50.0
3321,Shredded pork with tomato and cabbage,0.0
3322,Lettuce,50.0
3323,Coarse grain,40.0
3324,Sliced pork with beech mushroom and carrot,17.5
3325,Minced pork with cauliflower and carrot,19.166666666666668
3326,Chinese cabbage,15.0
3327,Coarse grain,40.0
3328,Egg,30.0
3329,Coarse grain steamed bread,40.0
3330,Boiled  vegetable,50.0
3331,Sliced pork with snow pea and yam,0.0
3332,Shredded cabbage and carrot,40.0
3333,Shredded pork with broccoli,0.0
3334,Coarse grain,40.0
3335,Egg,30.0
3336,Coarse grain steamed bread,40.0
3337,Boiled vegetable,50.0
3338,Shredded pork in Beijing sauce,0.0
3339,Winter melon with scallion oil,50.0
3340,Minced pork with zucchini,0.0
3341,Coarse grain,40.0
3342,Eggs,30.0
3343,Coarse grain steamed bread,40.0
3344,Boiled vegetable,50.0
3345,Coarse grain,40.0
3346,Chinese cabbage,15.0
3347,Shredded chicken with green pepper and yam,50.0
3348,Steamed perch,50.0
3349,Sliced pork with celery and carrot,20.0
3350,Shredded pork with lettuce,0.0
3351,Vegetable,50.0
3352,Coarse grain,40.0
3353,Egg,30.0
3354,Coarse grain steamed bread,40.0
3355,Boiled vegetable,50.0
3356,Coarse grain,40.0
3357,Vegetable,50.0
3358,Minced pork with cauliflower and carrot,19.166666666666668
3359,Chicken nuggets with green pepper,50.0
3360,Steamed pork chops with radish,0.0
3361,Minced pork with hangzhou cabbage,0.0
3362,Cabbage,50.0
3363,Coarse grain,40.0
3364,Egg,30.0
3365,Coarse grain steamed bread,40.0
3366,Boiled vegetable,50.0
3367,Coarse grain,40.0
3368,Sweet potato leaves,50.0
3369,Fried duck slices,50.0
3370,Minced pork with tomato and cabbage,0.0
3371,Steamed chicken nuggets with mushrooms,12.5
3372,Minced pork with white gourd and carrot,20.0
3373,Hangzhou cabbage,50.0
3374,Coarse grain,40.0
3375,Egg,30.0
3376,Coarse grain steamed bread,40.0
3377,Boiled vegetable,50.0
3378,Coarse grain,40.0
3379,Minced pork with eggplant,15.0
3380,Vegetable,50.0
3381,Shrimp fried with vegetable,50.0
3382,Scrambled egg with tomato,30.0
3383,Shredded pork with green pepper and carrot,20.0
3384,Hangzhou cabbage,50.0
3385,Coarse grain,40.0
3386,Egg,30.0
3387,Coarse grain steamed bread,40.0
3388,Boiled vegetable,50.0
3389,Coarse grain,40.0
3390,Shredded pork with tomato and cabbage,0.0
3391,Lettuce,50.0
3392,Steamed pomfret,50.0
3393,Steamed chicken with mushrooms,12.5
3394,Chinese cabbage,15.0
3395,Minced pork with cauliflower and carrot,19.166666666666668
3396,Coarse grain,40.0
3397,Egg,30.0
3398,Coarse grain steamed bread,40.0
3399,Boiled vegetable,50.0
3400,Coarse grain,40.0
3401,Shredded pork with celery,0.0
3402,Spinach,50.0
3403,Steamed fish pieces,50.0
3404,Sliced pork with asparagus and fungus,0.0
3405,Cabbage,50.0
3406,Minced pork with cucumber,0.0
3407,Coarse grain,40.0
3408,Egg,30.0
3409,Coarse grain steamed bread,40.0
3410,Boiled vegetable,50.0
3411,Coarse grain,40.0
3412,Minced pork with cowpea,0.0
3413,Green vegetables,50.0
3414,Roasted crucian carp with scallion,50.0
3415,Sliced pork with snow pea and yam,0.0
3416,Shredded cabbage and carrot,40.0
3417,Shredded pork with broccoli,0.0
3418,Coarse grain,40.0
3419,Coarse grain steamed bread,40.0
3420,Cabbage,50.0
3421,Egg,30.0
3422,"
Coarse grain",40.0
3423,Green vegetables,50.0
